vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
pickup truck - small,2.5,4,Automatic,Regular gasoline,10.8,252.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.7,273.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,11.3,265.0
pickup truck - small,2.8,4,Automatic,Diesel,10.6,284.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,11.1,262.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,11.7,275.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.1,245.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,13.5,318.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,14.4,339.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),18.4,326.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.2,288.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,11.7,275.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,12.0,280.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.9,265.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.9,265.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,14.1,331.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,14.1,331.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,14.7,344.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),18.4,325.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,15.1,354.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.0,304.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.4,314.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.7,298.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.1,307.0
suv - small,1.5,4,Automatic,Regular gasoline,8.6,202.0
suv - small,1.5,4,Automatic,Regular gasoline,9.0,210.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,325.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,325.0
suv - standard,6.2,8,Automatic,Premium gasoline,13.9,327.0
suv - standard,5.3,8,Automatic,Regular gasoline,14.4,337.0
suv - standard,5.3,8,Automatic,Regular gasoline,14.4,337.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,319.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.6,343.0
full-size,1.5,4,Continuously variable,Regular gasoline,7.2,170.0
compact,1.5,4,Manual,Premium gasoline,7.8,183.0
full-size,1.5,4,Continuously variable,Premium gasoline,7.4,172.0
mid-size,2.0,4,Continuously variable,Regular gasoline,7.4,172.0
mid-size,1.5,4,Manual,Premium gasoline,7.8,183.0
full-size,2.0,4,Manual,Premium gasoline,9.6,223.0
suv - small,1.5,4,Continuously variable,Regular gasoline,7.7,180.0
suv - small,1.5,4,Continuously variable,Regular gasoline,8.1,189.0
station wagon - small,1.8,4,Continuously variable,Regular gasoline,8.5,200.0
mid-size,1.5,4,Continuously variable,Regular gasoline,4.9,115.0
minivan,3.5,6,Automatic with select shift,Regular gasoline,10.6,248.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,11.3,265.0
pickup truck - standard,3.5,6,Automatic with select shift,Regular gasoline,11.4,269.0
compact,1.6,4,Continuously variable,Regular gasoline,6.7,160.0
compact,1.6,4,Manual,Regular gasoline,7.0,168.0
mid-size,1.6,4,Automated manual,Regular gasoline,8.1,192.0
mid-size,1.6,4,Manual,Regular gasoline,9.0,214.0
mid-size,2.0,4,Continuously variable,Regular gasoline,6.8,161.0
mid-size,2.0,4,Manual,Regular gasoline,7.9,187.0
full-size,2.0,4,Automatic with select shift,Regular gasoline,8.4,199.0
full-size,1.6,4,Automated manual,Regular gasoline,4.2,99.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,7.9,187.0
suv - standard,3.8,6,Automatic with select shift,Regular gasoline,10.5,250.0
suv - standard,3.8,6,Automatic with select shift,Regular gasoline,11.1,265.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.7,255.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.1,238.0
full-size,1.6,4,Automatic with select shift,Regular gasoline,7.7,181.0
full-size,2.5,4,Automatic with select shift,Regular gasoline,7.7,182.0
full-size,2.0,4,Automated manual,Regular gasoline,5.0,117.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.1,241.0
compact,1.6,4,Manual,Regular gasoline,8.3,196.0
mid-size,1.6,4,Continuously variable,Regular gasoline,7.5,178.0
mid-size,1.6,4,Manual,Regular gasoline,7.8,184.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,10.8,254.0
suv - small,2.0,4,Continuously variable,Premium gasoline,9.7,228.0
suv - standard,5.6,8,Automatic with select shift,Premium gasoline,15.3,360.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.1,236.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.9,232.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,11.8,277.0
suv - small,5.0,8,Automatic with select shift,Premium gasoline,12.9,303.0
two-seater,2.0,4,Automatic with select shift,Premium gasoline,9.2,215.0
two-seater,5.0,8,Automatic with select shift,Premium gasoline,12.7,299.0
two-seater,5.0,8,Automatic with select shift,Premium gasoline,12.7,299.0
two-seater,2.0,4,Automatic with select shift,Premium gasoline,9.2,215.0
two-seater,5.0,8,Automatic with select shift,Premium gasoline,12.7,299.0
two-seater,5.0,8,Automatic with select shift,Premium gasoline,12.7,299.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.5,200.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.4,220.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.2,217.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,10.4,243.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,12.3,290.0
pickup truck - standard,3.6,6,Manual,Regular gasoline,12.6,296.0
suv - small,2.0,4,Automatic,Regular gasoline,10.3,241.0
suv - small,3.6,6,Automatic,Regular gasoline,11.8,274.0
suv - small,3.6,6,Automatic,Regular gasoline,11.0,259.0
suv - small,3.6,6,Manual,Regular gasoline,11.8,277.0
suv - small,2.0,4,Automatic,Regular gasoline,11.2,263.0
suv - small,2.0,4,Automatic,Regular gasoline,10.9,257.0
suv - small,3.0,6,Automatic,Diesel,9.5,255.0
suv - small,3.6,6,Automatic,Regular gasoline,11.9,280.0
suv - small,3.6,6,Automatic,Regular gasoline,11.8,276.0
suv - small,3.6,6,Manual,Regular gasoline,12.2,285.0
mid-size,1.6,4,Automated manual,Regular gasoline,7.8,184.0
mid-size,2.0,4,Continuously variable,Regular gasoline,7.0,165.0
full-size,1.6,4,Automated manual,Regular gasoline,8.0,190.0
full-size,2.0,4,Continuously variable,Regular gasoline,7.1,169.0
mid-size,2.0,4,Automated manual,Regular gasoline,5.6,132.0
compact,1.6,4,Continuously variable,Regular gasoline,6.6,151.0
compact,1.6,4,Manual,Regular gasoline,7.0,167.0
minivan,3.3,6,Automatic with select shift,Regular gasoline,11.5,271.0
suv - small,3.3,6,Automatic with select shift,Regular gasoline,11.1,261.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,7.9,188.0
station wagon - small,2.0,4,Manual,Regular gasoline,8.7,206.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,9.0,214.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,11.0,261.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.0,239.0
suv - small,3.8,6,Automatic with select shift,Regular gasoline,11.2,264.0
two-seater,6.5,12,Automated manual,Premium gasoline,18.4,429.25010307770526
two-seater,5.2,10,Automated manual,Premium gasoline,15.7,370.0
two-seater,5.2,10,Automated manual,Premium gasoline,15.7,370.0
two-seater,5.2,10,Automated manual,Premium gasoline,15.7,370.0
two-seater,5.2,10,Automated manual,Premium gasoline,15.7,370.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,11.3,266.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,11.1,262.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,11.0,258.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,12.9,305.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,13.0,305.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.1,354.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,11.3,264.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,14.3,336.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.4,245.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.3,242.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.2,238.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,11.6,273.0
suv - small,5.0,8,Automatic with select shift,Premium gasoline,13.5,318.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,5.3,124.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.1,213.0
suv - standard,4.6,8,Automatic with select shift,Premium gasoline,14.5,337.0
mid-size,3.4,6,Automatic with select shift,Premium gasoline,11.1,262.0
suv - standard,5.7,8,Automatic with select shift,Premium gasoline,16.9,395.0
subcompact,5.0,8,Automatic with select shift,Premium gasoline,12.2,285.0
suv - standard,3.0,6,Automatic with select shift,Regular gasoline,11.9,280.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.8,229.0
suv - small,2.3,4,Automatic with select shift,Regular gasoline,9.8,230.0
mid-size,2.0,4,Continuously variable,Regular gasoline,5.6,131.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.7,250.0
suv - small,2.7,6,Automatic with select shift,Regular gasoline,11.0,258.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,13.4,315.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,12.2,286.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,12.6,295.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,13.7,324.0
suv - standard,3.8,8,Automatic with select shift,Premium gasoline,15.3,360.0
suv - standard,3.8,8,Automatic with select shift,Premium gasoline,15.3,360.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,12.2,286.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,12.8,301.0
compact,2.0,4,Manual,Regular gasoline,8.0,186.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,8.1,189.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.3,194.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,8.6,202.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.9,208.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.6,200.0
mid-size,2.5,4,Manual,Regular gasoline,8.1,189.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.0,188.0
subcompact,1.5,3,Automated manual,Premium gasoline,7.5,174.0
subcompact,1.5,3,Automated manual,Premium gasoline,7.5,174.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,8.5,197.0
minicompact,1.5,3,Automated manual,Premium gasoline,7.5,174.0
mid-size,1.5,3,Automatic with select shift,Premium gasoline,8.6,200.0
subcompact,2.0,4,Automated manual,Premium gasoline,7.9,184.0
subcompact,2.0,4,Automated manual,Premium gasoline,7.9,184.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,8.9,207.0
minicompact,2.0,4,Automated manual,Premium gasoline,8.1,191.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.1,212.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.1,190.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,210.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.3,194.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,210.0
suv - small,3.0,6,Automatic,Premium gasoline,10.6,246.0
pickup truck - standard,3.8,6,Automatic with select shift,Regular gasoline,11.6,273.0
pickup truck - standard,3.8,6,Automatic with select shift,Regular gasoline,12.2,287.0
subcompact,3.8,6,Automated manual,Premium gasoline,12.8,300.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.2,192.0
station wagon - small,2.0,4,Manual,Regular gasoline,9.2,217.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.4,198.0
suv - small,3.5,6,Continuously variable,Regular gasoline,11.0,257.0
mid-size,2.0,4,Continuously variable,Regular gasoline,7.1,167.0
mid-size,2.0,4,Continuously variable,Regular gasoline,7.3,171.0
mid-size,2.0,4,Manual,Regular gasoline,8.0,188.0
pickup truck - standard,5.6,8,Automatic with select shift,Premium gasoline,13.3,313.0
pickup truck - standard,5.6,8,Automatic with select shift,Premium gasoline,13.3,313.0
compact,1.6,4,Continuously variable,Regular gasoline,6.7,158.0
compact,1.6,4,Manual,Regular gasoline,7.7,181.0
minicompact,3.0,6,Automated manual,Premium gasoline,11.5,271.0
minicompact,3.0,6,Automated manual,Premium gasoline,11.6,272.0
minicompact,3.0,6,Automated manual,Premium gasoline,11.8,277.0
minicompact,3.0,6,Automated manual,Premium gasoline,11.8,277.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,11.5,269.0
suv - standard,2.9,6,Automatic with select shift,Premium gasoline,11.9,278.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.0,243.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,10.4,245.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.7,260.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,12.8,299.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,11.9,280.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,12.6,294.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,14.1,330.0
station wagon - mid-size,6.5,12,Automatic with select shift,Premium gasoline,16.5,386.0
station wagon - mid-size,6.5,12,Automatic with select shift,Premium gasoline,16.5,386.0
compact,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,17.1,400.0
mid-size,6.5,12,Automatic with select shift,Premium gasoline,16.5,387.0
minicompact,2.0,4,Manual,Premium gasoline,9.9,231.0
suv - small,2.0,4,Continuously variable,Regular gasoline,7.9,185.0
mid-size,2.0,4,Manual,Regular gasoline,9.0,210.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,7.6,178.0
full-size,2.4,4,Continuously variable,Regular gasoline,8.7,205.0
full-size,2.5,4,Continuously variable,Regular gasoline,7.9,185.0
suv - small,2.4,4,Continuously variable,Regular gasoline,9.1,213.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.2,192.0
compact,2.0,4,Continuously variable,Premium gasoline,11.5,263.0
compact,2.0,4,Manual,Premium gasoline,10.1,236.0
compact,2.5,4,Manual,Premium gasoline,12.7,297.0
suv - standard,4.0,6,Automatic with select shift,Regular gasoline,13.8,321.0
suv - standard,4.0,6,Automatic with select shift,Regular gasoline,13.8,321.0
minicompact,2.0,4,Manual,Premium gasoline,9.9,232.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.4,173.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.6,177.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.4,220.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.2,190.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.4,197.0
compact,1.8,4,Continuously variable,Regular gasoline,7.1,165.0
compact,1.8,4,Continuously variable,Regular gasoline,7.3,170.0
compact,1.8,4,Manual,Regular gasoline,7.1,165.0
compact,2.0,4,Continuously variable,Regular gasoline,6.7,158.0
compact,2.0,4,Continuously variable,Regular gasoline,7.0,164.0
compact,2.0,4,Manual,Regular gasoline,7.4,173.0
compact,2.0,4,Continuously variable,Regular gasoline,6.7,158.0
compact,1.8,4,Continuously variable,Regular gasoline,4.5,106.0
two-seater,3.0,6,Automatic with select shift,Premium gasoline,8.9,208.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,10.3,240.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,10.3,240.0
suv - standard,2.5,4,Continuously variable,Regular gasoline,6.7,158.0
suv - standard,2.5,4,Continuously variable,Regular gasoline,6.7,156.0
mid-size,1.8,4,Continuously variable,Regular gasoline,4.5,106.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,7.9,184.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.2,194.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.6,200.0
suv - small,2.5,4,Continuously variable,Regular gasoline,6.0,139.0
suv - standard,5.7,8,Automatic with select shift,Regular gasoline,16.4,385.0
minivan,3.5,6,Automatic with select shift,Regular gasoline,11.0,259.0
pickup truck - small,3.5,6,Manual,Regular gasoline,12.9,300.0
pickup truck - standard,5.7,8,Automatic with select shift,Regular gasoline,16.3,381.0
compact,1.5,4,Automatic with select shift,Regular gasoline,6.6,155.0
compact,1.5,4,Manual,Regular gasoline,6.9,165.0
full-size,2.0,4,Automatic with select shift,Premium gasoline,10.0,234.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,11.7,273.0
compact,1.4,4,Automatic with select shift,Regular gasoline,7.4,174.0
compact,1.4,4,Manual,Regular gasoline,7.6,177.0
compact,2.0,4,Automated manual,Regular gasoline,8.7,203.0
compact,2.0,4,Manual,Regular gasoline,8.5,198.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,8.7,205.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.4,221.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.2,241.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.9,208.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.6,223.0
station wagon - small,2.0,4,Automatic with select shift,Premium gasoline,8.9,208.0
